nct_id,total_cells,empty_cells,completeness_percentage
NCT01064310,13379,4556,65.94663278271919
NCT01098461,6002,1530,74.5084971676108
NCT01138007,5719,1550,72.89735967826543
NCT01139021,8691,2236,74.27223564607064
NCT01198769,998,299,70.04008016032064
NCT01268293,1628,449,72.42014742014742
NCT01321554,27941,3871,86.14580723667729
NCT01431963,1470,416,71.70068027210884
NCT01536561,8502,2348,72.38296871324394
NCT01573000,25888,7410,71.37669962917181
NCT01630135,7728,2411,68.80175983436853
NCT01702454,15465,4741,69.34367927578403
NCT01777334,3171,734,76.85272784610532
NCT00246636,333,75,77.47747747747748
NCT00246701,281,64,77.22419928825623
NCT00289796,452,93,79.42477876106194
NCT00306982,328,90,72.5609756097561
NCT00530309,320,72,77.5
NCT00607906,346,77,77.74566473988439
NCT00733577,323,69,78.63777089783282
NCT00937846,312,73,76.6025641025641
NCT00950586,339,70,79.35103244837758
NCT00996268,303,74,75.57755775577557
NCT01160003,322,69,78.57142857142857
NCT01245426,453,86,81.01545253863135
NCT01254032,439,113,74.25968109339408
NCT01371799,285,65,77.19298245614036
NCT01424384,306,64,79.08496732026144
NCT01527123,245,68,72.24489795918367
NCT01797926,351,69,80.34188034188034
NCT01802931,298,68,77.18120805369128
NCT01899638,413,90,78.20823244552058
NCT01956487,284,65,77.11267605633803
NCT00753545,7021,1599,77.22546645776954
NCT00896363,21089,6421,69.55284745601972
NCT00972504,5590,1217,78.22898032200358
NCT01009060,5220,1510,71.0727969348659
NCT01119846,32087,9032,71.85152865646523
NCT01128621,26051,7848,69.8744769874477
NCT01702571,16747,2864,82.89842956947513
NCT02000622,8816,2094,76.24773139745916
NCT02524665,5050,1561,69.08910891089108
NCT00264667,723,171,76.34854771784232
NCT00379990,344,71,79.36046511627907
NCT00404586,295,68,76.94915254237289
NCT00536835,314,74,76.43312101910828
NCT00605852,324,75,76.85185185185185
NCT00622609,330,77,76.66666666666667
NCT00674635,589,128,78.26825127334465
NCT00675090,349,80,77.07736389684814
NCT00694993,310,69,77.74193548387096
NCT00695448,268,79,70.5223880597015
NCT00783549,289,68,76.47058823529412
NCT00814957,267,71,73.40823970037454
NCT00824356,280,69,75.35714285714286
NCT00828867,380,77,79.73684210526316
NCT00849134,275,65,76.36363636363636
NCT00851344,335,62,81.49253731343283
NCT00896558,321,73,77.25856697819314
NCT00924911,249,65,73.89558232931726
NCT00945932,382,77,79.84293193717278
NCT00976066,314,74,76.43312101910828
NCT00976105,312,67,78.52564102564102
NCT01018628,340,68,80.0
NCT01035645,283,68,75.97173144876325
NCT01036061,304,66,78.28947368421052
NCT01039454,347,69,80.11527377521614
NCT01147861,339,64,81.12094395280236
NCT01153802,351,67,80.91168091168092
NCT01195792,340,71,79.11764705882354
NCT01294566,327,69,78.89908256880734
NCT01332552,465,81,82.58064516129032
NCT01366573,305,62,79.67213114754098
NCT01416376,275,67,75.63636363636364
NCT01494636,406,74,81.77339901477832
NCT01545570,298,62,79.19463087248322
NCT01563042,331,68,79.45619335347432
NCT01587716,299,63,78.92976588628763
NCT01610388,524,126,75.95419847328245
NCT01640990,315,79,74.92063492063492
NCT01648179,315,66,79.04761904761905
NCT01663389,269,65,75.8364312267658
NCT01696604,430,78,81.86046511627907
NCT00104299,9704,1909,80.32769991755977
NCT00118209,16175,2404,85.13755795981453
NCT00268983,6485,1612,75.1426368542791
NCT00315731,4439,929,79.07186303221447
NCT00373425,37732,8482,77.52040708152232
NCT00674817,20389,5159,74.69714061503753
NCT00849017,14118,2987,78.84261226802663
NCT00941031,11576,3707,67.97684865238425
NCT00996996,6339,1689,73.35541883577851
NCT01000506,14894,3414,77.07801799382301
NCT01071252,8026,3023,62.33491153750312
NCT01154101,9357,2721,70.9201667201026
NCT01231607,14317,4998,65.0904519103164
NCT01358578,40075,12396,69.06799750467873
NCT01365455,46445,16211,65.09635052212295
NCT01366521,16769,5053,69.86701651857594
NCT01376323,22766,6703,70.55697092154968
NCT01376388,6713,1952,70.92209146432296
NCT01602562,12177,3387,72.18526730721852
NCT01627327,2541,584,77.01692247146792
NCT01636713,3438,830,75.85805700988946
NCT01648140,48141,13264,72.44760183627261
NCT01686633,4240,1125,73.46698113207547
NCT01691508,3972,1014,74.47129909365559
NCT01691521,7089,1653,76.68218366483283
NCT01702363,7287,2124,70.85220255249074
NCT01716520,3720,1020,72.58064516129032
NCT01782664,25553,7831,69.35389191093023
NCT01817764,2562,648,74.7072599531616
NCT01817777,2315,694,70.02159827213823
NCT01842620,1534,364,76.27118644067797
NCT01879410,2572,649,74.76671850699844
NCT01957163,3071,756,75.38261152718984
NCT02014480,3061,847,72.32930414897092
NCT00478738,717,132,81.58995815899581
NCT00500058,444,96,78.37837837837837
NCT00659178,388,79,79.63917525773196
NCT00687700,363,73,79.88980716253444
NCT00743067,271,74,72.69372693726937
NCT00840645,273,91,66.66666666666667
NCT00887406,477,68,85.74423480083857
NCT01030939,328,65,80.1829268292683
NCT01254071,362,70,80.66298342541437
NCT01319019,837,163,80.52568697729988
NCT01449799,336,62,81.54761904761905
NCT01453491,410,86,79.02439024390245
NCT01471327,341,62,81.81818181818181
NCT01495013,710,143,79.85915492957747
NCT01711463,325,65,80.0
NCT01929330,312,65,79.16666666666667
NCT00075270,26425,5788,78.0964995269631
NCT00097786,111161,21112,81.00772753033888
NCT00145327,28326,5634,80.11014615547553
NCT00170950,35542,6754,80.99713015587193
NCT00244764,3786,992,73.79820390913893
NCT00251004,27002,5248,80.56440263684172
NCT00289978,11847,2505,78.85540643200811
NCT00334282,8602,2251,73.83166705417345
NCT00340834,26884,8238,69.35723850617468
NCT00355134,22510,5548,75.35317636605953
NCT00423085,10737,2354,78.07581261059886
NCT00424255,23024,6733,70.75660180681028
NCT00439244,7494,1603,78.60955431011476
NCT00439647,12701,3839,69.7740335406661
NCT00622869,25904,4965,80.83307597282273
NCT00678587,8206,2433,70.35096271021204
NCT00718861,5751,1385,75.91723178577638
NCT00753688,14207,3992,71.9011754768776
NCT01037127,6981,1960,71.92379315284343
NCT01266967,11882,3334,71.94075071536778
NCT01283516,70221,18601,73.51077313054499
NCT01309204,1525,383,74.88524590163935
NCT01313676,86356,16796,80.55028023530501
NCT01392326,12811,3801,70.33018499726798
NCT01555125,20795,4939,76.24909834094734
NCT01636687,26758,7179,73.17064055609538
NCT01685060,3738,709,81.03263777421081
NCT01691885,837,220,73.71565113500597
NCT01733758,6647,1749,73.687377764405
NCT01752634,15886,3772,76.25582273700114
NCT01808339,4077,989,75.7419671326956
NCT01916226,5820,1491,74.38144329896907
NCT02058628,15241,6207,59.27432583163834
NCT02207829,3109,753,75.77999356706337
NCT02446496,1049,251,76.07244995233556
NCT00046254,558,109,80.46594982078852
NCT00049829,812,149,81.65024630541872
NCT00062686,321,95,70.40498442367601
NCT00100620,313,91,70.92651757188499
NCT00274703,245,75,69.38775510204081
NCT00697554,306,82,73.20261437908496
NCT00697749,293,80,72.6962457337884
NCT00697866,322,74,77.01863354037268
NCT01476046,344,74,78.48837209302326
NCT01890863,370,67,81.89189189189189
NCT01899755,396,77,80.55555555555556
NCT01927588,339,69,79.64601769911505
NCT01957189,313,64,79.55271565495208
NCT01962467,303,66,78.21782178217822
NCT02064504,355,68,80.84507042253522
NCT00358449,24423,6538,73.23015190599025
NCT00363077,5796,1854,68.01242236024845
NCT00372112,51052,15622,69.39982762673353
NCT00385840,3465,1143,67.01298701298701
NCT00412893,15410,3910,74.6268656716418
NCT00519376,19099,5327,72.10848735535892
NCT00634049,13907,3858,72.25857481843676
NCT00639678,24020,8217,65.7910074937552
NCT00760877,7165,2152,69.96510816468947
NCT00879333,11307,3342,70.4430883523481
NCT01035255,50298,12000,76.14219253250626
NCT01093534,7921,2199,72.23835374321425
NCT01154127,2082,472,77.32949087415946
NCT01287117,5983,1428,76.13237506267758
NCT01292473,5205,1230,76.36887608069165
NCT01294787,3891,1007,74.11976355692624
NCT01297517,1912,509,73.3786610878661
NCT01297920,2904,724,75.06887052341598
NCT01310777,2075,518,75.03614457831326
NCT01406938,53453,17634,67.01027070510543
NCT01412944,23650,7874,66.7061310782241
NCT01453296,7679,2007,73.86378434692017
NCT01899768,21593,6595,69.45769462325754
NCT01922089,4145,1122,72.93124246079614
NCT01949051,2565,693,72.98245614035088
NCT01957202,5018,1416,71.78158628935832
NCT02016963,3955,1541,61.036662452591656
NCT02547974,19855,6928,65.10702593805087
NCT00050934,506,145,71.34387351778656
NCT00347139,436,80,81.65137614678899
NCT00354874,381,82,78.47769028871392
NCT00381667,403,91,77.41935483870968
NCT00463697,334,67,79.94011976047904
NCT00469040,304,64,78.94736842105263
NCT00549120,453,65,85.65121412803532
NCT00702910,414,86,79.22705314009661
NCT00823940,349,65,81.37535816618912
NCT00866515,312,63,79.8076923076923
NCT00996671,278,68,75.53956834532374
NCT01013766,303,72,76.23762376237623
NCT01258530,387,96,75.1937984496124
NCT01286831,285,72,74.73684210526316
NCT01353729,516,104,79.84496124031008
NCT01471678,398,74,81.4070351758794
NCT01495026,485,81,83.29896907216495
NCT01516450,281,69,75.44483985765125
NCT01648153,509,96,81.13948919449902
NCT01812382,278,66,76.2589928057554
NCT01822639,333,68,79.57957957957957
NCT02075619,368,70,80.97826086956522
NCT00321763,15679,5129,67.28745455705084
NCT00404768,9893,2454,75.19458202769636
NCT00866294,6055,1641,72.89843104872007
NCT00903201,9093,2939,67.67843396018915
NCT01021553,9932,3388,65.88803866290777
NCT01245140,9737,2874,70.48372188559104
NCT01431976,2483,718,71.08336689488522
NCT01475721,15071,2610,82.68197199920377
NCT01498679,1706,442,74.09144196951934
NCT01527110,8339,2797,66.45880801055283
NCT01587898,38267,10589,72.32863825228003
NCT01587924,8832,2449,72.27128623188406
NCT01751113,6478,1592,75.42451373880827
NCT01772134,3788,882,76.71594508975713
NCT01772147,3534,852,75.89134125636673
NCT01822899,2165,494,77.1824480369515
NCT02135848,7599,2098,72.39110409264377
NCT02257385,3464,811,76.58775981524249
NCT00169481,737,128,82.63229308005427
NCT00337090,1012,395,60.96837944664031
NCT00562848,339,80,76.40117994100295
NCT00733551,319,76,76.17554858934169
NCT00861809,413,76,81.59806295399515
NCT00938184,312,66,78.84615384615384
NCT00964249,268,72,73.13432835820896
NCT00966004,419,92,78.04295942720763
NCT01000857,242,66,72.72727272727273
NCT01031186,348,60,82.75862068965517
NCT01039805,349,69,80.22922636103152
NCT01077531,359,80,77.7158774373259
NCT01177826,589,135,77.07979626485569
NCT01209052,324,68,79.01234567901234
NCT01209104,304,69,77.30263157894737
NCT01267006,290,64,77.93103448275862
NCT01319006,276,64,76.81159420289855
NCT01376232,361,64,82.27146814404432
NCT01480271,429,63,85.31468531468532
NCT01573819,394,85,78.42639593908629
NCT01602900,337,69,79.52522255192878
NCT01604928,663,129,80.54298642533936
NCT01607372,471,89,81.104033970276
NCT01615796,416,78,81.25
NCT01627587,312,68,78.2051282051282
NCT01702376,388,72,81.44329896907216
NCT01706315,472,86,81.77966101694915
NCT01867996,259,65,74.9034749034749
NCT01879423,294,71,75.85034013605443
NCT02169583,334,71,78.74251497005989
NCT02348372,289,71,75.4325259515571
NCT02578953,368,83,77.44565217391305
NCT00524303,10770,3006,72.0891364902507
NCT00633022,12540,4188,66.60287081339713
NCT00669617,1833,466,74.5771958537916
NCT00875485,5424,1704,68.58407079646018
NCT00896064,5951,2280,61.687111409847084
NCT00910962,22710,6310,72.2148833113166
NCT00947115,6570,1648,74.91628614916286
NCT00976560,6778,2270,66.50929477722042
NCT00985751,20223,5718,71.72526331404836
NCT01218126,13218,3611,72.68119231351187
NCT01235949,55365,15215,72.5187392757157
NCT01262872,40851,12189,70.16229712858926
NCT01381575,28059,7340,73.84083538258669
NCT01428453,3174,714,77.50472589792061
NCT01462344,9994,2054,79.4476686011607
NCT01462357,26819,8391,68.71247995823856
NCT01479374,2679,749,72.04180664427025
NCT01573624,7334,2012,72.5661303517862
NCT01648101,5142,1404,72.69544924154026
NCT01698814,993,357,64.04833836858006
NCT01743027,3465,978,71.77489177489177
NCT01929863,4815,1525,68.32814122533749
NCT02145468,21597,4705,78.21456683798675
NCT02202161,35384,12193,65.54092245082524
NCT00642148,823,138,83.23207776427704
NCT00707798,320,82,74.375
NCT00969059,591,119,79.86463620981388
NCT01043666,704,223,68.32386363636364
NCT01110057,538,109,79.73977695167287
NCT01353742,412,83,79.85436893203884
NCT01416324,367,74,79.83651226158038
NCT01424436,369,77,79.13279132791328
NCT01462617,300,73,75.66666666666667
NCT01648192,366,74,79.78142076502732
NCT01669083,268,66,75.3731343283582
NCT01691547,354,66,81.35593220338983
NCT01725685,405,77,80.98765432098766
NCT01756495,404,74,81.68316831683168
NCT01762774,415,78,81.20481927710843
NCT01808482,352,68,80.68181818181819
NCT01818024,491,79,83.91038696537679
NCT01837316,278,61,78.05755395683454
NCT01928914,406,67,83.49753694581281
NCT01934127,450,89,80.22222222222223
NCT02006537,339,78,76.99115044247787
NCT02006589,275,69,74.9090909090909
NCT02033668,396,79,80.05050505050505
NCT02045953,337,68,79.82195845697329
NCT02094924,321,68,78.81619937694704
NCT02322671,341,69,79.76539589442815
NCT00197028,4492,1183,73.66429207479965
NCT00289185,4660,1239,73.41201716738198
NCT00360230,20082,6116,69.54486604919829
NCT00436007,8887,2313,73.97321930910319
NCT00623103,10304,2934,71.52562111801242
NCT00731692,34479,10418,69.78450651120973
NCT00866619,65479,19075,70.86852273247912
NCT01231503,30185,9696,67.87808514162664
NCT01323647,2033,591,70.92966060009837
NCT01323972,9288,3501,62.3062015503876
NCT01336608,4924,1485,69.84159220146222
NCT01353703,4918,1479,69.92679951199675
NCT01366534,9469,3065,67.6312176576196
NCT01376167,11820,3866,67.29272419627749
NCT01485172,10075,2591,74.28287841191067
NCT01494532,13304,3688,72.27901383042693
NCT01551758,19353,4992,74.20554952720508
NCT01577732,982,256,73.93075356415478
NCT01777282,4937,1327,73.1213287421511
NCT01777321,6889,2331,66.16344897662941
NCT01782326,19744,5256,73.37925445705024
NCT01853072,4713,1022,78.3152981116062
NCT01857869,12376,3517,71.58209437621203
NCT01872611,4018,893,77.77501244400199
NCT01978119,2130,548,74.27230046948357
NCT02052661,1312,351,73.2469512195122
NCT02094937,2815,667,76.30550621669627
NCT02105974,5805,1397,75.93453919035315
NCT02184624,6230,2478,60.2247191011236
NCT02369341,8182,2692,67.09850892202395
NCT02397915,10008,3981,60.221822541966425
NCT00086658,493,108,78.09330628803245
NCT00307021,293,76,74.06143344709898
NCT00411567,224,81,63.839285714285715
NCT00443131,290,78,73.10344827586206
NCT00721812,267,62,76.77902621722846
NCT01054092,310,111,64.19354838709677
NCT01057628,291,96,67.01030927835052
NCT01135433,348,105,69.82758620689656
NCT01242202,360,103,71.38888888888889
NCT01242215,384,105,72.65625
NCT01242228,390,103,73.58974358974359
NCT01316094,361,110,69.52908587257618
NCT01316107,331,93,71.90332326283988
NCT01607385,314,68,78.34394904458598
NCT01738867,418,74,82.29665071770334
NCT01777256,1009,196,80.57482656095144
NCT01978327,381,74,80.5774278215223
NCT01999842,455,92,79.78021978021978
NCT02371603,395,72,81.77215189873418
NCT00132808,8937,2601,70.89627391742195
NCT00353873,2416,598,75.24834437086092
NCT00480025,35277,9948,71.80032315673101
NCT00506415,23375,4653,80.09411764705882
NCT00537082,3106,958,69.15647134578235
NCT00670449,8082,2287,71.70254887404109
NCT00829010,32771,9684,70.4494827744042
NCT00948766,11095,2232,79.88283010365029
NCT01036022,30964,10271,66.82922103087456
NCT01165177,38545,9040,76.54689324166559
NCT01231620,29329,9481,67.67363360496437
NCT01451203,3641,933,74.37517165613842
NCT01494610,17749,4895,72.42098146374444
NCT01618669,11197,4127,63.14191301241404
NCT01831791,6813,2459,63.90723616615294
NCT01899742,2330,596,74.4206008583691
NCT01929317,14685,4020,72.62512768130746
NCT01978145,2880,711,75.3125
NCT02019719,15791,5019,68.21607244633019
NCT02100644,1500,412,72.53333333333333
NCT02138747,5445,1731,68.20936639118457
NCT02141217,2369,591,75.05276487969607
NCT02242643,24097,8740,63.729924886915384
NCT02257372,1776,433,75.61936936936937
NCT02281318,4797,1116,76.73545966228893
NCT02446483,1164,294,74.74226804123711
NCT02605395,1218,304,75.04105090311987
NCT00099242,972,357,63.27160493827161
NCT00253227,271,77,71.58671586715867
NCT00289172,262,88,66.41221374045801
NCT00569062,616,118,80.84415584415585
NCT01039974,298,70,76.51006711409396
NCT01138033,348,93,73.27586206896552
NCT01304836,1419,387,72.72727272727273
NCT01363752,982,207,78.92057026476579
NCT01577693,283,62,78.09187279151944
NCT01702467,333,70,78.97897897897897
NCT01762878,425,81,80.94117647058823
NCT01818011,406,73,82.01970443349754
NCT01847404,339,65,80.8259587020649
NCT01847417,317,65,79.49526813880126
NCT01852565,308,69,77.59740259740259
NCT01899703,554,91,83.5740072202166
NCT01984086,448,70,84.375
NCT01984775,324,67,79.32098765432099
NCT02000765,305,72,76.39344262295081
NCT02045849,404,87,78.46534653465346
NCT02184637,424,74,82.54716981132076
NCT02257398,418,72,82.77511961722487
NCT02637206,376,80,78.72340425531915
NCT00290355,23237,8168,64.84916297284504
NCT00413192,12228,2530,79.30978083087994
NCT00434577,67584,21892,67.6077178030303
NCT00441116,19972,8059,59.648507911075505
NCT00527605,3737,923,75.3010436178753
NCT00558363,6859,1862,72.85318559556787
NCT00802464,32533,11959,63.240402053299725
NCT00805389,72576,20119,72.27871472663139
NCT00942162,9374,2921,68.83934286323874
NCT01000324,1757,492,71.9977233921457
NCT01037114,2000,594,70.3
NCT01136733,41130,8022,80.49598832968636
NCT01175083,25863,7376,71.48049336890539
NCT01258608,25191,7561,69.98531221467985
NCT01294592,11096,3237,70.82732516222062
NCT01295320,1427,367,74.28170988086896
NCT01327885,7593,2058,72.89608850256816
NCT01358175,20898,4124,80.26605416786295
NCT01360398,4061,1391,65.74735286875153
NCT01362244,22447,6573,70.71769055998574
NCT01405053,6685,1800,73.07404637247569
NCT01458249,2639,643,75.63471011746874
NCT01673490,2472,907,63.30906148867314
NCT01725126,40198,11819,70.59803970346783
NCT01751165,9721,3551,63.47083633371052
NCT01853878,8345,2549,69.45476333133612
NCT01954251,11330,3650,67.7846425419241
NCT02058368,29360,6223,78.80449591280654
NCT02164539,6285,1644,73.84248210023867
NCT02218697,14098,4893,65.29294935451837
NCT02345161,19717,4886,75.21935385707765
NCT02496221,4396,1244,71.70154686078253
NCT02502734,1117,267,76.09668755595345
NCT02581410,7275,2034,72.04123711340206
